,Unnamed: 0,id,day,activity,screen,valence,arousal,office,game,call,sms,social,entertainment,communication,weather,mood
287,299,AS14.08,2014-04-17,0.097182,0.5970926554133915,0.8,-1.0,0.0,0.0,0.0,0.0,0.207469,0.0444,0.311984,0.0,6.0
262,274,AS14.08,2014-03-23,0.042185,0.25181028930189,0.8,-0.2,0.0,0.0,1.0,0.0,1.173401,0.0,0.270859,0.0,6.8
294,306,AS14.08,2014-04-24,0.128006,0.3600112550459844,1.0,0.333333,0.0,0.0,0.0,0.0,0.282192,0.042181,0.646575,0.0,6.333333
290,302,AS14.08,2014-04-20,0.004899,0.2413695254411412,0.8,-1.2,0.0,0.0,0.0,0.0,4.466293,0.131712,0.064544,0.0,6.4
289,301,AS14.08,2014-04-19,0.039003,0.4314740831128328,1.2,1.4,0.0,0.0,0.0,0.0,0.463723,0.037602,0.356726,0.0,6.4
281,293,AS14.08,2014-04-11,0.074136,0.2897930241393889,1.0,0.6,0.0,0.0,0.5,0.0,0.626024,0.020321,0.286201,0.0,7.0
267,279,AS14.08,2014-03-28,0.01656,0.3547775003865321,0.5,-0.25,0.0,0.0,0.5,1.0,0.364753,0.0,0.495315,0.0,7.166667
278,290,AS14.08,2014-04-08,0.058148,0.4697898586061834,0.5,-0.25,0.0,0.0,0.0,0.0,0.42072,0.03633,0.613095,0.0,6.25
300,312,AS14.08,2014-04-30,0.034825,0.7325793085141851,1.0,-0.5,0.0,0.0,0.0,0.0,0.130807,0.050651,0.798301,0.0,7.0
284,296,AS14.08,2014-04-14,0.064903,0.6276248463946994,0.6,0.2,0.013205,0.0,0.0,0.0,0.327394,0.023722,0.563832,0.0,6.4
302,314,AS14.08,2014-05-02,0.181738,0.1288144858316742,1.0,-0.4,0.0,0.0,0.0,0.0,0.62075,0.041836,0.224641,0.0,7.4
296,308,AS14.08,2014-04-26,0.047179,0.1287177613891414,0.25,-0.5,0.0,0.0,0.0,0.0,0.338185,0.0,0.222833,0.0,6.0
299,311,AS14.08,2014-04-29,0.030996,0.3710411599920568,0.25,-0.25,0.0,0.0,0.0,0.0,0.342744,0.055004,0.571313,0.0,6.666667
280,292,AS14.08,2014-04-10,0.206573,0.798849233420703,1.4,1.2,0.0,0.0,0.0,0.0,0.201175,0.05291,0.725045,0.0,7.6
301,313,AS14.08,2014-05-01,0.037314,1.0,0.8,0.4,0.0,0.0,0.0,0.0,0.081135,0.687285,1.819673,0.0,7.2
261,273,AS14.08,2014-03-22,0.022231,0.1587518566365184,0.8,-0.4,0.0,0.0,0.0,0.0,0.522456,0.0,4.995444,0.0,7.2
265,277,AS14.08,2014-03-26,0.089501,0.3331230917953336,0.5,-0.25,0.088811,0.0,0.0,0.4166666666666667,0.227487,0.06181,0.492183,0.0,6.333333
283,295,AS14.08,2014-04-13,0.004827,0.3808458861624431,1.2,0.0,0.0,0.0,0.0,0.0,1.382528,0.106574,0.316698,0.0,6.6
288,300,AS14.08,2014-04-18,0.049042,0.1715777618361265,0.6,-0.4,0.0,0.0,0.0,0.0,0.724866,0.0,0.190083,0.0,7.8
292,304,AS14.08,2014-04-22,0.0774,0.3332648811203056,0.4,-0.6,0.0,0.0,0.0,0.0,0.463523,0.011595,0.437171,0.0,5.6
293,305,AS14.08,2014-04-23,0.124976,0.2847743348533266,0.4,0.0,0.0,0.0,0.0,0.0,0.280423,0.0,0.672156,0.0,6.666667
279,291,AS14.08,2014-04-09,0.040366,0.4404634281991853,0.5,0.25,0.0,0.0,0.0,0.0,0.827966,0.0,0.736209,0.0,7.6
295,307,AS14.08,2014-04-25,0.028321,0.3672709148684068,0.8,0.0,0.081474,0.0,0.0,0.0,0.405451,0.0,5.16317,0.0,6.0
271,283,AS14.08,2014-04-01,0.062354,0.3800140179262973,1.0,-1.0,0.0,0.0,0.0,0.0,0.469682,0.0444,0.782672,0.0,6.6
274,286,AS14.08,2014-04-04,0.031124,0.2318291434594734,1.25,0.25,0.0,0.0,1.0,0.0,1.298652,0.0,0.682313,0.0,7.4
264,276,AS14.08,2014-03-25,0.016898,0.133048203303439,1.0,-0.6,0.0,0.0,0.0,0.0833333333333333,0.607657,0.122707,2.023944,0.0,6.5
268,280,AS14.08,2014-03-29,0.024944,0.2183318447877517,1.0,-0.166667,0.0,0.0,0.0,0.1666666666666666,0.373796,0.054445,0.44987,0.0,6.8
276,288,AS14.08,2014-04-06,0.00728,0.2374164559364372,1.25,0.0,0.0,0.0,0.0,0.0,0.411122,0.008512,0.256142,0.0,7.0
272,284,AS14.08,2014-04-02,0.00829,0.1276490275511303,0.8,-0.4,0.0,0.0,0.0,0.0,0.29877,0.027488,2.597325,0.0,7.0
263,275,AS14.08,2014-03-24,0.046308,0.3605177771801693,1.0,-0.8,0.0,0.0,0.0,0.0,0.863932,0.0,0.098606,0.0,7.2
314,327,AS14.09,2014-03-30,0.111957,0.6701633707699406,1.0,-1.0,0.0,0.0,0.1333333333333333,0.5,0.05674,0.36653,0.402977,0.005845,7.0
333,346,AS14.09,2014-04-18,0.114738,0.1827571337897137,0.6,-1.2,0.030604,0.0,0.1333333333333333,0.5,0.016123,0.629691,0.218469,0.0,8.0
326,339,AS14.09,2014-04-11,0.114286,0.4299659880562045,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.124228,0.137593,0.0,7.0
313,326,AS14.09,2014-03-29,0.082292,0.58108588628886,1.0,-0.4,0.0,0.0,0.3333333333333333,0.0,0.025123,0.421284,0.462716,0.0,7.75
324,337,AS14.09,2014-04-09,0.034127,0.3326431966877274,0.25,0.25,0.0,0.0,0.2,0.0,0.006596,0.474403,0.398581,0.0,6.0
335,348,AS14.09,2014-04-20,0.041548,0.0325508813073327,0.25,0.0,0.0,0.0,0.0,0.0,0.636201,0.49627,0.589459,0.0,6.5
312,325,AS14.09,2014-03-28,0.079778,0.809169326888429,1.0,-0.25,0.000582,0.0,0.2666666666666666,0.0,0.02806,0.538034,0.252397,0.0,8.0
331,344,AS14.09,2014-04-16,0.015584,0.0455146943174686,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.712474,0.446411,0.0,7.0
306,319,AS14.09,2014-03-22,0.062847,0.3638071825308052,0.666667,0.0,0.002828,0.0,0.0,0.0,0.026044,0.978863,0.570956,0.000642,6.75
319,332,AS14.09,2014-04-04,0.076042,0.5343692056055929,0.75,-0.75,0.0,0.025319,0.2,0.5,0.02406,0.405447,0.44882,0.0,7.5
347,360,AS14.09,2014-05-02,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
305,318,AS14.09,2014-03-21,0.0,0.2325149970993919,1.0,0.0,0.000702,0.0,0.2,0.5,0.0,0.481229,0.405967,0.0,7.0
349,362,AS14.09,2014-05-04,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
308,321,AS14.09,2014-03-24,0.079167,0.4584063526279582,0.5,0.5,0.00069,0.0,0.0,0.0,0.152303,0.180057,0.531502,0.0,6.2
315,328,AS14.09,2014-03-31,0.083333,0.5263497010203589,0.2,-0.2,0.000602,0.0,0.2,0.0,0.00149,0.305042,0.494001,0.0,7.6
339,352,AS14.09,2014-04-24,0.042033,0.0590469945809693,1.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.553187,0.396654,0.006588,7.25
343,356,AS14.09,2014-04-28,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
323,336,AS14.09,2014-04-08,0.086458,0.3135204110181765,0.6,0.0,0.000254,0.0,0.0,0.5,0.008475,4.269267,0.424826,0.0,6.5
307,320,AS14.09,2014-03-23,0.033333,0.5535120900901933,0.25,0.75,0.0,0.0,0.0,0.5,0.00256,5.019028,0.445202,0.0,7.25
329,342,AS14.09,2014-04-14,0.083333,0.0636350902379873,-0.2,-0.2,0.006109,0.0,0.0666666666666666,0.5,0.0,0.586342,0.226784,0.0,6.0
322,335,AS14.09,2014-04-07,0.078125,0.4138561696007698,0.0,-0.5,0.000568,0.0,0.0,0.0,0.056253,0.309609,0.492263,0.016877,7.2
325,338,AS14.09,2014-04-10,0.030357,0.1668655420065338,0.0,0.75,0.0,0.0,0.0666666666666666,0.0,0.090926,0.426925,0.383059,0.0,6.8
341,354,AS14.09,2014-04-26,0.110269,0.1389404028282634,1.0,0.0,0.0,0.0,0.0,0.0,0.004577,0.225065,0.585153,0.014166,6.25
337,350,AS14.09,2014-04-22,0.064394,0.2019465547614675,0.4,-0.2,0.0,0.0,1.0,0.0,0.010132,0.546217,0.319983,0.0,6.333333
309,322,AS14.09,2014-03-25,0.025694,0.5575251278046911,-0.2,0.4,0.001422,0.0,0.0666666666666666,0.0,0.017054,0.552584,0.335159,0.002417,7.75
342,355,AS14.09,2014-04-27,0.0,0.0,0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
318,331,AS14.09,2014-04-03,0.180903,0.4730852902127363,0.6,0.0,0.00066,0.0,0.2,0.0,0.034253,0.249929,0.327886,0.0,7.25
328,341,AS14.09,2014-04-13,0.172222,0.0940660103763946,0.0,-0.8,0.0,0.0,0.0,0.5,0.0,0.225075,0.413739,0.0,5.8
332,345,AS14.09,2014-04-17,0.110457,0.1709518628609185,0.75,0.0,0.0,0.0,0.0666666666666666,0.5,0.0,0.294829,0.573397,0.0,6.6
310,323,AS14.09,2014-03-26,0.086316,0.6610984960473285,0.75,0.5,0.000117,0.0,0.2,1.0,0.037283,0.32238,0.176003,0.0,7.8
383,398,AS14.12,2014-04-28,0.085398,0.2168959430973373,1.0,-0.6,0.0,0.0,0.2222222222222222,1.0,0.433176,0.095007,0.186053,0.0,6.0
377,392,AS14.12,2014-04-22,0.164627,1.0,1.0,0.25,0.0,0.0,0.2222222222222222,0.0,0.283913,0.314441,0.173154,0.0,5.8
351,366,AS14.12,2014-03-27,0.148291,0.3306184735033132,1.0,-0.5,0.0,0.0,0.2222222222222222,0.0,0.724333,0.03419,0.153428,0.0,6.75
380,395,AS14.12,2014-04-25,0.134679,0.2585804923735558,0.2,0.2,0.0,0.0,0.3333333333333333,0.125,0.385983,0.020529,0.107913,0.009361,7.0
372,387,AS14.12,2014-04-17,0.131062,0.4222982316356016,0.8,-0.6,0.016146,0.0,0.2222222222222222,0.0,0.505205,0.056019,0.22749,0.0,6.6
378,393,AS14.12,2014-04-23,0.114494,0.3063934389764009,0.8,0.0,0.007861,0.0,0.6666666666666666,0.0,0.557087,0.111521,0.09716,0.0,6.6
357,372,AS14.12,2014-04-02,0.14706,0.7203230164480988,0.333333,-0.4,0.030079,0.0,0.3333333333333333,0.0,0.195784,0.05744,0.175542,0.0,5.4
389,404,AS14.12,2014-05-04,0.114599,0.4090222809640914,-0.2,-0.8,0.0,0.0,0.0,0.0,0.618139,0.166937,0.047461,0.0,6.0
381,396,AS14.12,2014-04-26,0.332577,0.1867282679944652,1.0,0.25,0.0,0.0,0.6666666666666666,0.0,0.295864,0.098412,0.085596,0.006441,6.0
361,376,AS14.12,2014-04-06,0.087211,0.1535998741562313,0.75,0.25,0.0,0.0,0.0,0.0,0.376802,0.225805,0.0589,0.0,6.4
385,400,AS14.12,2014-04-30,0.121993,0.3347305254751327,0.666667,-0.25,0.005898,0.0,0.2222222222222222,0.0,0.333555,0.170063,0.255699,0.0,6.2
370,385,AS14.12,2014-04-15,0.12005,0.3915189431717927,1.0,0.2,0.024163,0.0,0.6666666666666666,0.0,0.442661,0.038605,0.301037,0.0,7.0
388,403,AS14.12,2014-05-03,0.08514,0.2968272305900649,0.2,-0.4,0.012918,0.0,0.1111111111111111,0.125,0.40504,0.087065,0.176571,0.0,4.8
352,367,AS14.12,2014-03-28,0.112189,0.5711162279049835,0.75,0.0,0.0,0.0,1.0,0.0,0.340653,0.368537,0.242467,0.0,6.75
367,382,AS14.12,2014-04-12,0.084032,0.3976331146147413,0.8,0.0,0.001516,0.0,0.0,0.0,0.308875,0.092326,0.2586,0.0,5.6
374,389,AS14.12,2014-04-19,0.167165,0.3967510963636885,0.4,0.4,0.0,0.0,0.4444444444444444,0.25,0.338318,0.118425,0.19537,0.0,6.4
355,370,AS14.12,2014-03-31,0.072546,0.2096102713108366,0.4,0.4,0.00447,0.002868,0.1111111111111111,0.0,0.244348,0.107044,0.164786,0.0,6.4
353,368,AS14.12,2014-03-29,0.126075,0.542695474486277,1.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.117209,0.100542,0.132381,0.0,5.8
371,386,AS14.12,2014-04-16,0.198099,0.3833298323859984,1.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.260031,0.140777,0.310041,0.0,6.8
350,365,AS14.12,2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.125,0.0,0.0,0.0,0.0,7.0
358,373,AS14.12,2014-04-03,0.157341,0.5485193463536866,0.0,0.4,0.084268,0.0,0.3333333333333333,0.0,0.418664,0.118727,0.274337,0.0,6.5
379,394,AS14.12,2014-04-24,0.085223,0.3779785831216951,0.6,-0.6,0.023669,0.0,0.1111111111111111,0.0,0.537749,0.10756,0.041716,0.0,5.6
376,391,AS14.12,2014-04-21,0.070231,0.2301422969910759,0.75,-0.25,0.0,0.014493,0.1111111111111111,0.0,0.445322,0.026284,0.246182,0.0,6.5
360,375,AS14.12,2014-04-05,0.150298,0.2652659970878461,0.4,0.0,0.0,0.000824,0.3333333333333333,0.125,0.428884,0.298328,0.043652,0.0,6.25
386,401,AS14.12,2014-05-01,0.09557,0.5864486406660039,0.5,-0.2,0.006637,0.016879,0.0,0.25,0.350766,0.088931,0.202521,0.0,5.5
359,374,AS14.12,2014-04-04,0.13878,0.4036890188884476,0.666667,0.75,0.070904,0.0,0.8888888888888888,0.375,0.314853,0.048535,0.168094,0.0,6.2
426,442,AS14.13,2014-04-26,0.169495,0.5185713458887227,1.6,-1.8,0.0,0.0,0.0,0.0,0.056496,0.0,0.763317,0.0,8.0
400,416,AS14.13,2014-03-31,0.292227,0.3834121752739491,0.6,-1.2,0.0,0.0,0.25,0.0,0.133211,0.208713,0.497695,0.0,7.5
425,441,AS14.13,2014-04-25,0.440569,0.3970894048460542,1.25,-0.25,0.0,0.0,0.0,0.0,0.29658,0.0,0.466149,0.0,8.8
424,440,AS14.13,2014-04-24,0.43781,0.9671340737216086,1.0,1.0,0.0,0.0,0.5,0.0,0.035861,0.0,0.203281,0.0,7.75
399,415,AS14.13,2014-03-30,0.110632,0.6689996479310685,0.8,-0.6,0.0,0.0,0.0,0.0,0.00997,0.045299,0.767158,0.0,7.0
392,408,AS14.13,2014-03-23,0.119163,0.4586934725749922,1.0,1.6,0.0,0.0,0.0,0.2857142857142857,0.038168,0.09682,0.894973,0.0,8.8
409,425,AS14.13,2014-04-09,0.190265,1.0,1.2,-0.2,0.0,0.0,1.0,0.0,0.01475,0.016771,0.811163,0.0,7.6
395,411,AS14.13,2014-03-26,0.303655,0.6370227493003634,1.0,-1.0,0.0,0.0,0.25,0.1428571428571428,0.026962,0.089057,0.807194,0.0,7.4
428,444,AS14.13,2014-04-28,0.298768,0.5532948780054772,1.0,-1.666667,0.002073,0.0,0.0,0.0,0.06926,0.0,0.778487,0.0,8.5
407,423,AS14.13,2014-04-07,0.308005,0.7461750925737755,1.0,-0.4,0.0,0.0,0.25,0.1428571428571428,0.086361,0.019415,1.164026,0.0,8.2
411,427,AS14.13,2014-04-11,0.468708,0.2488645936603466,1.2,0.6,0.0,0.0,0.25,0.0,0.105922,0.0,0.606168,0.0,6.8
397,413,AS14.13,2014-03-28,0.335584,0.8538457929293173,1.2,-1.0,0.002746,0.0,0.0,0.0,0.246027,0.153932,0.416807,0.0,7.2
410,426,AS14.13,2014-04-10,0.309211,0.6223041391324189,1.0,0.6,0.001702,0.0,0.25,0.0,0.011601,0.0,0.949144,0.0,6.8
432,448,AS14.13,2014-05-02,0.223843,0.5738872849897036,0.8,-1.4,0.008283,0.0,0.0,0.0,0.061611,0.0,0.778062,0.0,7.25
419,435,AS14.13,2014-04-19,0.240851,0.6332714883147958,1.0,-0.6,0.013234,0.0,0.25,0.0,0.021395,0.042262,0.711319,0.0,6.6
423,439,AS14.13,2014-04-23,0.438573,0.2756663529309041,1.0,-0.8,0.0,0.0,0.75,0.2857142857142857,0.156149,0.0,0.68827,0.0,7.666667
413,429,AS14.13,2014-04-13,0.151341,0.5766871153223467,0.8,0.2,0.0,0.0,0.0,0.2857142857142857,0.019072,0.0,0.931906,0.0,6.8
431,447,AS14.13,2014-05-01,0.146778,0.4526602253439655,2.0,-1.0,0.015221,0.0,0.0,0.0,0.06511,0.0,0.789294,0.0,8.0
398,414,AS14.13,2014-03-29,0.370085,0.3947897100005122,1.0,-1.8,0.0,0.0,0.0,0.0,0.115717,0.126991,0.908679,0.0,6.2
422,438,AS14.13,2014-04-22,0.271035,0.5157883812977465,0.75,-1.25,0.0,0.0,0.0,0.1428571428571428,0.067485,0.0,0.729665,0.0,7.4
396,412,AS14.13,2014-03-27,0.108094,0.601891421003188,1.0,-1.2,0.0,0.0,0.0,0.1428571428571428,0.041193,0.08567,0.848367,0.0,7.6
427,443,AS14.13,2014-04-27,0.264935,0.9627745967145476,1.5,-0.5,0.001199,0.0,0.0,0.0,0.059877,0.0,0.746185,0.0,8.166667
394,410,AS14.13,2014-03-25,0.098568,0.353260415848084,1.8,1.2,0.0,0.0,0.0,0.0,0.075864,0.041476,0.859798,0.0,8.4
421,437,AS14.13,2014-04-21,0.157102,0.7213375435142356,1.0,-1.4,0.0,0.0,0.0,0.0,0.013599,0.0,0.847927,0.0,5.75
402,418,AS14.13,2014-04-02,0.371208,0.6461379740350145,1.0,-1.2,0.0,0.0,0.0,0.0,0.090334,0.063027,2.253351,0.0,7.6
417,433,AS14.13,2014-04-17,0.041411,0.8182158051662322,1.0,-1.2,0.005738,0.0,0.5,0.1428571428571428,0.027518,0.006335,0.807696,0.0,3.5
415,431,AS14.13,2014-04-15,0.369935,0.6037475508203599,0.2,-0.8,0.0,0.0,0.5,0.1428571428571428,0.020813,0.0,0.759413,0.0,6.0
412,428,AS14.13,2014-04-12,0.095499,0.5357933032465565,1.0,0.6,0.030528,0.0,1.0,0.8571428571428571,0.044884,0.016321,0.736615,0.0,6.6
391,407,AS14.13,2014-03-22,0.093973,0.866340743792617,1.6,1.4,0.0,0.0,0.0,0.0,0.053116,0.185241,0.690645,0.0,7.4
449,466,AS14.14,2014-04-05,0.016678,0.1129523494251164,0.6,-1.6,0.002026,0.0,0.0,0.0,0.053355,0.0,0.508449,0.0,7.4
467,485,AS14.14,2014-04-24,0.064706,0.047146216192352,1.0,0.333333,0.052277,0.0,0.0,0.0,0.0,0.0,0.121974,0.0,8.0
456,474,AS14.14,2014-04-13,0.0,0.0022594285896704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
457,475,AS14.14,2014-04-14,0.006667,0.0249164278257579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122668,0.0,6.0
451,468,AS14.14,2014-04-07,0.008827,0.0418365628074349,1.0,-0.2,0.0,0.0,0.0,0.5,0.243373,0.0,0.193739,0.0,6.8
446,463,AS14.14,2014-04-02,0.063488,0.0592829576507296,1.0,-1.0,0.0,0.0,0.0,0.0,0.091979,0.0,0.20614,0.0,7.333333
468,486,AS14.14,2014-04-25,0.005906,0.061244706998812,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.634887,0.0,8.0
469,487,AS14.14,2014-04-26,0.133498,0.0140218665081594,1.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.158344,0.0,7.666667
440,457,AS14.14,2014-03-27,0.080247,0.9541663552249384,0.8,-1.0,0.0,0.0,0.1111111111111111,0.0,0.129371,0.019543,0.761807,0.0,6.2
435,452,AS14.14,2014-03-22,0.096,0.9302985702977992,0.0,-0.6,0.0,0.0,0.0,0.0,0.152154,0.049408,0.396445,0.0,6.0
441,458,AS14.14,2014-03-28,0.069684,0.8932478333790379,0.6,-0.4,0.0,0.0,0.1111111111111111,0.0,0.101215,0.01378,0.607956,0.0,8.0
471,491,AS14.14,2014-04-30,0.056746,0.0130776696736441,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047001,0.0,6.0
455,472,AS14.14,2014-04-11,0.026138,0.0420325324909854,1.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.120125,0.0,0.034718,0.0,7.5
475,495,AS14.14,2014-05-04,0.000694,0.0269202140392529,0.8,0.0,0.0,0.0,0.0,0.0,0.087918,0.0,0.166675,0.0,7.0
459,477,AS14.14,2014-04-16,0.05852,0.0564789493027248,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.017679,0.0,6.2
466,484,AS14.14,2014-04-23,0.044666,0.0499824554720073,0.333333,-1.0,0.0,0.0,0.0,0.0,0.021584,0.0,0.077234,0.0,7.333333
458,476,AS14.14,2014-04-15,0.001808,0.0244621552001188,0.333333,-1.0,0.0,0.0,0.0,0.0,0.048123,0.0,0.162982,0.0,6.0
438,455,AS14.14,2014-03-25,0.086944,1.0,0.0,-0.25,0.0,0.0,0.1111111111111111,0.5,0.089144,0.0,0.42334,0.0,7.0
448,465,AS14.14,2014-04-04,0.003819,0.0233780886147374,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117994,0.0,7.4
442,459,AS14.14,2014-03-29,0.165643,0.3553459433785467,1.25,-0.25,0.0,0.0,0.1111111111111111,0.5,0.175724,0.002449,0.396476,0.0,6.5
465,483,AS14.14,2014-04-22,0.007633,0.0553337657175085,0.6,-0.4,0.0,0.0,0.1111111111111111,0.5,0.273335,0.0,0.195551,0.0,7.0
443,460,AS14.14,2014-03-30,0.009552,0.2026794788272681,1.0,-1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.19512,0.0,6.75
437,454,AS14.14,2014-03-24,0.081835,0.9537307064086596,0.25,-1.0,0.0,0.0,0.0,0.0,0.075768,0.037069,0.553683,0.0,5.75
450,467,AS14.14,2014-04-06,0.029015,0.0960378396399416,1.0,-1.0,0.0,0.0,0.1111111111111111,0.0,0.08681,0.0,5.351451,0.0,7.0
474,494,AS14.14,2014-05-03,0.003819,0.0527699683873663,1.0,0.2,0.0,0.0,0.0,0.0,0.030445,0.0,0.169232,0.0,6.8
444,461,AS14.14,2014-03-31,0.046555,0.2351189987693833,0.75,-0.25,0.0,0.0,0.4444444444444444,1.0,0.0,0.0,0.33684,0.0,6.2
472,492,AS14.14,2014-05-01,0.082964,0.0230183801032708,0.5,0.0,0.0,0.0,0.0,0.0,0.592819,0.0,0.0,0.0,6.666667
463,481,AS14.14,2014-04-20,0.007998,0.0656199696350083,0.5,-1.0,0.0,0.196584,0.0,0.5,0.0,0.0,0.245533,0.0,7.0
482,503,AS14.15,2014-03-27,0.0,9.33583609370347e-05,1.0,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,7.2
513,534,AS14.15,2014-04-27,0.149306,0.5056191832650124,0.6,0.75,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,1.213077,0.0,7.0
496,517,AS14.15,2014-04-10,0.007895,0.1309981484189798,1.0,0.4,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.749889,0.0,7.0
511,532,AS14.15,2014-04-25,0.0,0.0145531943643383,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.237423,0.0,6.2
491,512,AS14.15,2014-04-05,0.138158,0.0051355181490341,1.0,1.0,0.0,0.0,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,6.2
495,516,AS14.15,2014-04-09,0.008772,0.0,1.0,0.0,0.0,0.0,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,7.2
490,511,AS14.15,2014-04-04,0.16338,0.1495619128904985,1.0,0.6,0.0,0.0,0.0952380952380952,0.0,0.319128,0.0,0.458954,0.0,7.8
506,527,AS14.15,2014-04-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
519,540,AS14.15,2014-05-03,0.071429,0.1182189649868195,0.2,0.2,0.0,0.0,0.1428571428571428,0.0833333333333333,0.024127,0.0,0.5337,0.0,7.0
479,500,AS14.15,2014-03-24,0.0,0.0659964802818849,0.8,1.0,0.065721,0.0,0.0,0.0,0.0,0.0,0.116986,0.0,7.0
504,525,AS14.15,2014-04-18,0.260514,0.2879254701791622,0.0,-0.4,0.228944,0.0,0.0,0.0,0.0,0.255539,0.255455,0.0,7.0
486,507,AS14.15,2014-03-31,0.0,0.0,1.0,0.2,0.0,0.0,0.5714285714285714,0.5833333333333334,0.0,0.0,0.0,0.0,7.2
489,510,AS14.15,2014-04-03,0.0,0.0,1.0,0.6,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,7.2
480,501,AS14.15,2014-03-25,0.00431,0.2919572580956465,1.0,0.8,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.616097,0.0,7.2
516,537,AS14.15,2014-04-30,0.136364,0.0391218009432269,-0.4,1.4,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,6.6
518,539,AS14.15,2014-05-02,0.0,0.0,0.5,0.2,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,6.8
494,515,AS14.15,2014-04-08,0.0,0.0,0.6,0.2,0.0,0.0,0.0476190476190476,0.25,0.0,0.0,0.0,0.0,7.0
498,519,AS14.15,2014-04-12,0.097098,0.4374289835754815,1.0,1.0,0.0,0.0,0.238095238095238,0.0833333333333333,0.0,0.191518,0.53937,0.0,7.0
510,531,AS14.15,2014-04-24,0.0625,0.2544758969231703,1.0,1.8,0.0,0.0,0.0,1.0,0.009594,0.031113,0.386382,0.0,7.0
499,520,AS14.15,2014-04-13,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,0.0,0.0,7.0
505,526,AS14.15,2014-04-19,0.03125,0.0914329962984891,0.8,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.033302,0.0,7.0
497,518,AS14.15,2014-04-11,0.035714,0.160644884024595,0.8,0.4,0.0,0.0,0.0476190476190476,0.0,0.538097,0.0,0.052141,0.0,7.4
478,499,AS14.15,2014-03-23,0.144928,0.1136551152427438,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.929372,0.0,7.0
522,544,AS14.15,2014-05-07,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
476,497,AS14.15,2014-03-21,0.069224,0.1657252358694391,0.8,0.2,0.00367,0.0,0.238095238095238,0.0,0.0,0.0,0.238038,0.0,7.0
487,508,AS14.15,2014-04-01,0.271825,0.1555679674441143,1.0,0.6,0.0,0.0,0.0476190476190476,0.3333333333333333,0.0,0.0,0.954493,0.0,7.2
515,536,AS14.15,2014-04-29,0.04,0.0111452100413879,0.333333,1.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,9.856384,0.0,6.0
477,498,AS14.15,2014-03-22,0.071059,0.072462456111459,1.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.224516,0.0,7.0
520,541,AS14.15,2014-05-04,0.0,0.0,0.6,-0.2,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,7.0
509,530,AS14.15,2014-04-23,0.28125,0.0947403475830268,1.0,1.0,0.06024,0.0,0.0952380952380952,0.0,0.0,0.0,0.49482,0.0,7.0
492,513,AS14.15,2014-04-06,0.006579,0.0856282078216985,0.0,-0.2,0.0,0.0,0.238095238095238,0.0833333333333333,0.0,0.0,0.467804,0.0,6.8
